name,address,city,state,postal_code,country
Singletons Seafood Shack,4728 Ocean Street ,Jacksonville,FL,32233,USA
Rudy's Can't Fail Cafe,4081 Hollis Street,Emeryville,CA,94608,USA
Paul's Coffee Shop,16947 Bushard Street,Fountain Valley,CA,92708,USA
North End Caffe,3421 N Highland Ave,Manhattan Beach,CA,90266,USA
Naglee Park Garage,505 E San rlos Street,San Jose,CA,95112,USA
Metro Diner,3302 Hendricks Ave,Jacksonville,FL,32207,USA
Mama Cozza's Italian Restaurant,2170 W Ball Road,Anaheim,CA,92804,USA
JAX Truckee Diner,10144 W River Street,Truckee,CA,96161,USA
Gloria's Cafe,10227 Venice Blvd,Los Angeles,CA,90034,USA
Galewood Cookshack,2135 N Milwaukee Ave,Chicago,IL,60647,USA
Fox Restaurant,3580 St Johns Ave ,Jacksonville,FL,32205,USA
Don Chow Tacos Food Truck,11500 Tennessee Ave ,Los Angeles,CA,90064,USA
Dish Cafe and Catering,855 Mill Street,Reno,NV,89502,USA
Culhane's Irish Pub,967 Atlantic Blvd ,Atlantic Beach,FL,32233,USA
Blackwater Grill,260 Redfern Village,St. Simons Island,GA,31522,USA
At Last Cafe,204 Orange Ave ,Long Beach,CA,90802,USA
Aldo's Harbor Restaurant,616 Atlantic Ave ,Santa Cruz,CA,95062,USA
13 Gypsies,887 Stockton Street ,Jacksonville,FL,32204,USA
Boondocks BBQ and Grill,4653 Ohio 60 ,McConnelsville,OH,43756,USA
Rick and Ann's Restaurant,2922 Domingo Ave ,Berkeley,CA,94705,USA
900 Grayson,900 Grayson Street ,Berkeley,CA,94710,USA
Burger Me,10418 Donner Pass Rd ,Truckee,CA,96161,USA
Cafe Citti,9047  Hwy ,Kenwood,CA,95452,USA
Gold 'N Silver Inn,790 W 4th Street ,Reno,NV,89503,USA
St. Louis' Basque Corner,301 E. 4th Street ,Reno,NV,89512,USA
Schellville Grill,22900 Broadway ,Sonoma,CA,95476,USA
Napa Rose,1600 Disneyland Drive ,Anaheim,CA,92802,USA
Pawley's Front Porch,827 Harden Street ,Columbia,SC,29205,USA
South 21 Drive-In,3101 E Independence Blvd ,Charlotte,NC,28205,USA
Taste of Peru,6545 N Clark Street ,Chicago,IL,60626,USA
Landmark Restaurant Diner,4429 Central Ave ,Charlotte,NC,28205,USA
Farmer's Shed,2514 Augusta Hwy ,Lexington,SC,29072,USA
Dish,1220 Thomas Ave ,Charlotte,NC,28205,USA
Cabo Fish Taco,3201 N Davidson Street ,Charlotte,NC,28205,USA
Elf's Den Restaurant Lounge,Mi 14 Richardson Hwy ,North Pole,AK,99705,USA
Country Cafe,235 North Santa Claus Lane ,North Pole,AK,99705,USA
Tee Off Bar and Grill,3129 Clement Street ,Francisco,CA,,USA
The Cookie Jar,1006 Cadillac Ct ,Fairbanks,AK,,USA
Silver Gulch Restaurant,2195 Old Steese Hwy N ,Fox,AK,,USA
The Little Depot Diner,1 Railroad Avenue ,Peabody,MA,1961,USA
Santa Cruz Diner,909 Ocean Street ,Santa Cruz,CA,95060,USA
ParkView Nite Club,1261 West 58th Street ,Cleveland,OH,,USA
Honkytonk BBQ,1213 W 18th Street ,Chicago,IL,,USA
Rainbow Drive-In,3308 Kanaina Ave ,Honolulu,HI,,USA
Nico's Pier 38,1133 N. Nimitz Hwy ,Honolulu,HI,96817,USA
Jakes Good Eats,12721 Albemarle Rd ,Charlotte,NC,,USA
Hanks Haute Dogs,324 Coral St ,Honolulu,HI,,USA
Poke Stop,1840 Meheula Pkwy ,Mililani Town,HI,,USA
Pagoda Restaurant,431 N Santa Claus Lane ,North Pole,AK,,USA
Hot Licks,3453 College Road ,Fairbanks,AK,,USA
Highway Inn,94-226 Leoku Street ,Waipahu,HI,,USA
Big Daddy's BBQ and Banquet,107 Wickersham Street ,Fairbanks,AK,,USA
Tap Tap Restaurant,819 5th Street ,Miami Beach,FL,,USA
Donnie Mac's Trailer Park,1515 W Grove Street ,Boise,ID,,USA
Antojitos La Texanita,1667 Sebastopol Road ,Rosa,CA,,USA
Sophia Restaurant,749 Military Road ,Buffalo,NY,,USA
Pizza Junction,1269 Erie Avenue,North Tonawanda,NY,,USA
Louie's Restaurant,286 Brook Street ,Providence,RI,,USA
Liberty Elm Diner,777 Elmwood Ave ,Providence,RI,,USA
Lake Effect Diner,3165 Main Street ,Buffalo,NY,,USA
Grovers Bar and Grill,9160 Transit Road East ,Amherst,NY,,USA
Earl's Drive-In,12139 Olean Road ,Chaffee,NY,,USA
Blackthorn Restaurant and Pub,2134 Seneca St ,Buffalo,NY,,USA
Four Sisters Owl Diner,244 Appleton Street ,Lowell,MA,,USA
The Orchard House,14949 Sunnyslope Road ,Caldwell,ID,,USA
Sam La Grassa's,44 Province Street ,Boston,MA,,USA
Morin's Hometown Bar and Grille,16 S Main Street ,Attleboro,MA,,USA
Crazy Burger,144 Boon Street ,Narragansett,RI,,USA
Bartley's Burger Cottage,1246 Massachusetts Ave ,Cambridge,MA,,USA
Sterle's Slovenian Country House,1401 E 55th Street ,Cleveland,OH,,USA
Momocho Mod Mex,1835 Fulton Road ,Cleveland,OH,,USA
Melt Bar and Grilled,14718 Detroit Ave ,Lakewood,OH,,USA
Lucky's Cafe,777 Starkweather Ave ,Cleveland,OH,,USA
Geraci's Restaurant,2266 Warrensville Center Road ,Cleveland,OH,,USA
Oinkster,2005 Colorado Blvd ,Eagle Rock,CA,,USA
Cempazuchi,1205 E Brady Street ,Milwaukee,WI,,USA
Prince Lebanese Grill,502 W Randol Mill Road ,Arlington,TX,,USA
Pam's Trinidadian Caribbean Kitchen,1715 N 45th St ,Seattle,WA,98103,USA
Whale's Rib Raw Bar,2031 NE 2nd Street ,Deerfield Beach,FL,,USA
Polka Catering,4112 Verdugo Road ,Los Angeles,CA,,USA
Blueplate Lunch Counter and Soda Fountain,308 SW Washington Street ,Portland,OR,,USA
Brandy's Restaurant and Bakery,1500 E Cedar Ave ,Flagstaff,AZ,,USA
The Depot American Diner,5840 W Roosevelt Road ,Chicago,IL,60644,USA
Sonny's Famous Steak Hoagies,1857 NW 66TH Ave ,Hollywood,FL,33024,USA
Bunk Sandwiches,621 SE Morrison Street ,Portland,OR,97214,USA
The Shanty,38985 U.S. 41 ,Wadsworth,IL,60083,USA
The Red Lion Pub,2316 S Shepherd Drive ,Houston,TX,77019,USA
The Nickel Diner,524 S. Main Street ,Los Angeles,CA,90013,USA
The Diner,213 E Main Street ,Norman,OK,73069,USA
T-Bone Tom's Steakhouse,707 Hwy 146 ,Kemah,TX,77565,USA
Q Restaurant,225 Clement Street ,San Francisco,CA,94118,USA
Pok Pok Restaurant,3226 SE Division Street ,Portland,OR,97202,USA
Podnah's Pit Barbeque,1625 NE Killingsworth ,Portland,OR,97211,USA
PizzalChik,7330 W State Street ,Garden City,ID,83714,USA
Niko Niko's,2520 Montrose Blvd ,Houston,TX,77006,USA
Nic's Grill,1201 N Pennsylvania Ave ,Oklahoma City,OK,73107,USA
Mom's Tamales,3328 Pasadena Ave ,Los Angeles,CA,90031,USA
Mambo's Cafe,1701 Victory Blvd,Glendale,CA,91201,USA
Lankford Grocery and Market,88 Dennis Street ,Houston,TX,77006,USA
Kenny and Ziggy's Deli,1743 Post Oak Blvd ,Houston,TX,77056,USA
Ingrid's Kitchen,3701 N Youngs Blvd ,Oklahoma City,OK,73112,USA
Fab Hot Dogs,19417 Victory Blvd ,Reseda,CA,91335,USA
Eischen's Bar,109 N 2nd Street ,Okarche,OK,73762,USA
Cattlemen's Steakhouse,1309 S Agnew Ave ,Oklahoma City,OK,73108,USA
Cafe Pita,10890 Westheimer Road ,Houston,TX,77042,USA
Bob‚Äôs Taco Station,1901 Ave H Rosenberg,Rosenberg,TX,77471,USA
Bette‚Äôs Oceanview Diner,1807 4th Street ,Berkeley,CA,94710,USA
Comet Cafe,1947 N Farwell Ave.,Milwaukee,WI,53202,USA
Haus Murphy's,5739 W.  Avenue ,Glendale,AZ,85301,USA
Mama E's Wings and Waffles,3838 Springlake Drive ,Oklahoma City,OK,73111,USA
Rick's Press Room Grill and Bar NEW OWNERS,130 East Idaho Street ,Meridian,ID,83642,USA
Tre Kronor,3258 Foster Avenue ,Chicago,IL,60625,USA
Dottie's True Blue Cafe,28 6th Street,San San Francisco,CA,94103,USA
La Camaronera,1952 West Flagler Street ,Miami,FL,33135,USA
Donn's Hilltop Kodiak Grill,12342 East Highway 21 ,Boise,ID,83716,USA
Rocco's Ristorante,1131 Folsom Street ,San Francisco,CA,94103,USA
Pine State Biscuits,2204 NE Alberta Street ,Portland,OR,97211,USA
Blue Marlin,2500 North East 163rd Street N ,Miami,FL,33302,USA
Giuseppe's,2824 E Indian Road ,Phoenix,AZ,85016,USA
Southern Kitchen,1716 6th Avenue ,Tacoma,WA,98405,USA
Zia Diner,326 South Guadalupe ,Sante Fe,NM,87501,USA
Otto's Sausage,4138 SE Woodstock Blvd ,Portland,OR,97202,USA
Jamaica Gates Caribbean Cuisine,1020 W Arkansas ,Arlington,TX,76013,USA
Flakowitz of Boynton,7410 West  Blvd ,Boynton Beach,FL,33437,USA
Bubba's Diner,566  Avenue ,San Anselmo,CA,94960,USA
Arleta Library Bakery and Cafe,5513 SE 72nd ,Portland,OR,97206,USA
Twisted Root Burger Company,2615 Commerce Street,Dallas,TX,75226,USA
La Piazza Al Forno,5803 W  Avenue ,Glendale,AZ,85301,USA
Bizzarro Italian Cafe,1307 N 46th Street ,Seattle,WA,98103,USA
West Side Drive-In,1939 West State Street ,Boise,ID,83702,USA
Avila's,4714 Maple Avenue ,Dallas,TX,75219,USA
Over Easy,4730 E Indian School Road,Phoenix,AZ,85018,USA
Georgia's Greek,323 NW 85th Street ,Seattle,WA,98117,USA
Sol Food,901 Lincoln Ave,San Rafael,CA,94901,USA
Creolina's Dixie Take Out,13150 West State Road 84,Davie,FL,33325,USA
Blue Water Seafood,3667 India Street ,San Diego,CA,92103,USA
Fred's Texas Cafe,915 Currie Street ,Ft. Worth,TX,76107,USA
Los Taquitos,4747 East Elliot Road ,Phoenix,AZ,85044,USA
Havana Hideout,509 Lake Avenue ,Lake Worth,FL,33460,USA
Bar Gernika,202 South Capitol Blvd ,Boise,ID,83714,USA
Cafe Rolle,5737 H Street ,Sacramento,CA,95819,USA
Slim's Last Chance,5606 1st Avenue S ,Seattle,WA,98108,USA
Kuma's Corner,2900 W Belmont Ave ,Chicago,IL,60618,USA
Backroad Pizza,1807 2nd Street ,Sante Fe,NM,87505,USA
Black Duck Cafe,605 Riverside Avenue ,Westport,CT,6800,USA
Jamie's Grill and Bar,427 Braodway ,Sacramento,CA,95818,USA
Chef Point Cafe,5901 Watauga Rd.,Watauga,TX,76148,USA
Bert's Burger Bowl,235 N Guadalupe St. ,Sante Fe,NM,87501,USA
California Taco,3235 California Street ,Omaha,NE,68131,USA
Super Duper Weenie,306 Black Rock Turnpike ,Fairfield,CT,6825,USA
Louie's,1839 N Henderson Avenue ,Dallas,TX,75206,USA
Giusti's,14743 -Thornton Road ,Grove,CA,95690,USA
Kelly O's,1130 Perry Hwy ,Pittsburgh,PA,15237,USA
Joey K's,3001 Magazine St ,New Orleans,LA,70115,USA
Cecilia's Cafe,230 6TH St. SW ,Albuquerque,NM,87102,USA
Cemita's Puebla,3619 North Ave ,Chicago,IL,60647,USA
Moochie's Meatballs,232 E 800 S. ,Salt Lake City,UT,84111,USA
Big Mama's,2112 North 30th Street Suite 201 ,Omaha,NE,68111,USA
Casamento's,4330 Magazine St. ,New Orleans,LA,70115,USA
Nadine's,19 S. 27th St. ,Pittsburgh,PA,19203,USA
Brick Oven Pizza,800 S Broadway ,Baltimore,MD,21231,USA
Darwell's Cafe,127 E. First St. ,Long Beach,MS,39560,USA
Amato's,6405 Center Street ,Omaha,NE,68016,USA
Manci's Antique Club,1715 Main St. ,Daphne,AL,36526,USA
Colonnade,1879 Cheshire Bridge Road NE ,Atlanta,GA,30084,USA
Red Iguana,736 W North Temple ,Salt Lake City,UT,84116,USA
Crystal Restaurant,1211 Penn Avenue ,Pittsburgh,PA,15222,USA
Jamaica Kitchen,8736 SW 72 Street ,Miami,FL,33173,USA
Bryant Lake Bowl,801 W Lake St. ,Minneapolis,MN,55408,USA
The Cove,606 W. Cypress St. ,San Antonio,TX,78212,USA
Cabbagetown,198 Carroll St. SE ,Atlanta,GA,30312,USA
Dixie Quick's,157 West Broadway ,Council Bluffs,Iowa,51503,USA
Captain Chuck-a-Mucks,21088 Marina Road ,Carrollton,VA,23314,USA
Uncle Lou's,3633 Millbranch Road ,Memphis,TN,38116,USA
G and A Restaurant,3802 Eastern Avenue ,Baltimore,MD,21224,USA
Casino El Camino,517 E 6th St. ,Austin,TX,78701,USA
Starlite Lounge,364 Freeport Road ,Blawnox,PA,15238,USA
Guys Gumbo Shack,212 1/2  Ave. ,Fairhope,AL,36532,USA
The Highlander,931 Monroe Dr. Suite C-101 ,Atlanta,GA,30308,USA
Broadway Diner,6501 Eastern Ave ,Baltimore,MD,21224,USA
Blue Plate Diner,2041 S 2100 E ,Salt Lake City,UT,84108,USA
Rivershack Tavern,3449 River Rd. ,Jefferson,LA,70121,USA
Hank's Creekside Restaurant,2800 4th St. ,Santa Rosa,CA,95405,USA
Gorilla Barbeque,2145 Coast Highway ,Pacifica,CA,94044,USA
Green Mesquite,1400 Barton Springs Rd. ,Austin,TX,78704,USA
Dell Rhea's Chicken Basket,645 Joliet Road ,Willowbrook,IL,60527,USA
Salsa Brava,2220 E Route 66 ,Flagstaff,AZ,86004,USA
Standard Diner,320 Central Ave. SE ,Albuquerque,NM,87102,USA
Wilsons BBQ,1851 Post Rd Fairfield,Fairfield,CT,6824,USA
The Silver Skillet,200 14th St. ,Atlanta,GA,30318,USA
Tufano's Vernon Park Tap,1073 W Vernon Park ,Chicago,IL,60607,USA
Hob Nob Hill,2271 First Ave ,San Diego,CA,92101,USA
Big Jim's,201 Saline Street ,Pittsburgh,PA,15201,USA
Joe Tess Place,5424 South 24th Street ,Omaha,NE,68102,USA
Tommy's Joynt,1101 Geary Blvd. ,San Francisco,CA,94109,USA
Parasol's Restaurant & Bar,2533 Constance Street ,New Orleans,LA,70130,USA
O'Rourke's Diner,728 Main Street ,Middletown,CT,6457,USA
Ruth's Diner,2100 Emigration Canyon ,Salt Lake City,UT,84108,USA
Magnolia Cafe,1920 S Congress Ave ,Austin,TX,78704,USA
Sophia's Place,6313 4th St N.W. ,Albuquerque,NM,87107,USA
Surrey's Cafe,1418 Magazine Street ,New Orleans,LA,70130,USA
Dor-Stop Restaurant,1430 Potomac Ave ,Pittsburgh,PA,15216,USA
Harry's Roadhouse,96 Old Las Vegas ,Sante Fe,NM,,USA
Alcenia's,317 N Main Memphis,Memphis,TN,38103,USA
Stoney Creek Inn,8238 Fort Smallwood Road ,Baltimore,MD,21226,USA
Lo Bello's,809 Fifth Avenue ,Coraopolis,PA,15108,USA
Di Pasquale's,3700 Gough Street ,Baltimore,MD,21224,USA
Pizzeria Luigi,1137 25th Street ,San Diego,CA,92102,USA
Tune-Up Cafe,1115 Hickox Street ,Sante Fe,NM,87501,USA
Blow Fly Inn,1201 Washington Ave ,Gulfport,MS,39507,USA
Pat's BBQ,155 West Commonwealth Avenue ,Salt Lake City,UT,84115,USA
Lone Star Taqueria,2265 Fort Union Boulevard ,Salt Lake City,UT,84121,USA
Glenn's Diner,1820 W. Montrose Ave ,Chicago,IL,60613,USA
Brewburger's,4629 South 108th Street ,Omaha,NE,68127,USA
Valencia Luncheria,172 Main Street ,Norwalk,CT,6851,USA
The Original Vito and Nick's Pizzeria,8433 South Pulaski Road ,Chicago,IL,60652,USA
Emily's Lebanese Delicatessen,641 University Ave NE ,Minneapolis,MN,55416,USA
Burger Bar,5291 S 1900 W ,Roy,UT,84067,USA
Texas Pride BBQ,2980 E Tx 1604 Loop S ,Adkins,TX,78101,USA
The Joint,701 Mazant Street ,New Orleans,St. Louisiana,70117,USA
The Shed,7501 Hwy 57 ,Ocean Spings,MS,39565,USA
Tip Top Cafe,2814 Fredericksburg Rd. ,San Antonio,TX,78201,USA
Grinder's,417 E. 18th St. ,Kansas City,MO,64108,USA
Clanton's Cafe,319 E. Illinois Ave. ,Vinita,OK,74301,USA
The Wienery,414 Cedar Ave S. ,Minneapolis,MN,55467,USA
Byways Cafe,1212 NW Glisan ,Portland,OR,97209,USA
Modern Cafe,337 13th Ave NE ,Minneapolis,MN,55413,USA
Donatelli's,2692 East County Road E ,White Bear Lake,MN,55110,USA
Town Talk Diner NEW MGMT,2701 1/2 E. Lake St. ,Minneapolis,MN,55406,USA
Victor's 1959 Cafe,3756 Grand Ave S ,Minneapolis,MN,55409,USA
YJ's Snack Bar,128 W. 18th Street ,Kansas City,MO,64108,USA
Willie Bird's Restaurant,1150 Santa Rosa Avenue,Santa Rosa,CA,95404,USA
White Palace Grill,1159 S. Canal Street ,Chicago,IL,60607,USA
Voula's Offshore Cafe,658 NE Northlake Way ,Seattle,WA,98105,USA
Virginia Diner,408 County Drive N,Wakefield,VA,23888,USA
Village Cafe,1001 W. Grace Street ,Richmond,VA,23220,USA
Tom's Bar-B-Q,4087 New Getwell Road ,Memphis,TN,38118,USA
Thee Pitts Again,5558 W. Bell Road ,Glendale,AZ,85308,USA
Ted Peters Famous Smoked Fish,1350 Pasadena Avenue ,South Pasadena,FL,33707,USA
Tecolote Cafe,1203 Cerrillos Road ,Sante Fe,NM,87505,USA
Taylor's Automatic Refresher RENAMED Gott's Roadside Diner,933 Main Street ,Helena,CA,94574,USA
Sweetie Pie's,4270 Manchester Avenue ,St. Louis,MO,63110,USA
Studio Diner,4701 Ruffin Road ,San Diego,CA,92123,USA
Squeeze Inn,5301 Power Inn Road ,Sacramento,CA,95820,USA
South Side Soda Shop & Diner,1122 south Main Street ,Goshen,IN,46526,USA
Smoque,3800 N. Pulaski Road ,Chicago,IL,60641,USA
Smokey Valley Truck Stop,40 Bond Court ,Olive Hill,KY,41164,USA
Skylark Diner,Route 1 and Wooding Avenue ,Edison,NJ,8817,USA
Silk City Diner,435 Spring Garden Street ,Philadelphia,PA,19123,USA
Scully's Tavern,9809 Sunset Drive ,Miami,FL,33173,USA
Schooner or Later,241 N. Marina Drive ,Long Beach,CA,90803,USA
Russian River Pub,11829 River Road ,Forestville,CA,95436,USA
Rosie's Diner,4500 14 Mile Road ,Rockford,MI,49341,USA
The Rock Cafe,114 Main Street ,Stroud,OK,74079,USA
Roberto's Mexican Food NOW TORTAS CHANO,39510 N. Daisy Mountain Drive ,Anthem,AZ,85086,USA
The Ritz Diner,72 E. Mount Pleasant Avenue ,Livingston,NJ,7039,USA
Ramona Cafe,628 Main Street Ramona,Ramona,CA,92605,USA
Pizza Palace,3132 E. Magnolia Avenue ,Knoxville,TN,37914,USA
Penguin Drive-In,1921 Commonwealth Avenue ,Charlotte,NC,28205,USA
Patrick's Roadhouse,106 Entrada Drive ,Los Angeles,CA,90402,USA
Paradise Pup,1724 S. River Road ,Des Plaines,IL,60018,USA
Panini Pete's,42 1/2 South Section Street ,Fairhope,AL,36532,USA
The Original Falafel's Drive-In,2301 Stevens Creek Boulevard ,San Jose,CA,95128,USA
Mustache Bill's Diner,8th Avenue and Broadway Street ,Barnegat Light,NJ,8005,USA
Monte Carlo Steakhouse,3916 Central SW ,Albuquerque,NM,87105,USA
Mo Gridder's,565 Hunts Point Avenue ,Bronx,NY,2118,USA
Mike's City Diner,1714 Washington Street ,Boston,MA,2118,USA
Mike's Chili Parlor,1447 Northwest Ballard Way ,Seattle,WA,98107,USA
Matt's Big Breakfast,801 North 1st Street ,Phoenix,AZ,85004,USA
Matthew's Cafeteria,2299 Main Street ,Tucker,GA,30084,USA
Marlowe's Ribs,4381 Elvis Presley Boulevard ,Memphis,TN,38116,USA
Marietta Diner,306 Cobb Pkwy S ,Marietta,GA,30060,USA
Maria's Taco Xpress,2529 South Lamar Boulevard ,Austin,TX,78704,USA
39th Street Mama's,3906 Waddell Street ,Kansas City,MO,64111,USA
Mad Greek's Diner,72112  Boulevard ,Baker,CA,92309,USA
Mac and Ernie's Roadside Eatery,11804 FM 470 ,Tarpley,TX,78883,USA
Louie Mueller Barbecue,206 West Second Street ,Taylor,TX,76574,USA
Los Tapatios,1141 Old Bayshore Highway ,San Jose,CA,95112,USA
Little Tea Shop,69 Monroe Avenue ,Memphis,TN,38103,USA
Leo's BBQ,3631 North Kelley Avenue ,Oklahoma City,OK,73111,USA
Leonard's BBQ,5465 Fox Plaza Drive ,Memphis,TN,38115,USA
Krazy Jim's Blimpy Burger,304 S Ashley Street,Ann Arbor,MI,,USA
Kelly's Diner,674 Broadway ,Somerville,MA,2144,USA
Keegan's Seafood Grille,1519 Gulf Boulevard ,Indian Rocks Beach,FL,33785,USA
Joe's Gizzard City,120 West Main Street ,Potterville,MI,48876,USA
Joe's Cable Car,4320 Mission Street ,San Francisco,CA,94112,USA
Jefferson Diner,5 Bowling Green Parkway ,Lake Hopatong,NJ,7849,USA
Jay Bee's Bar-B-Que,15911 Avalon Boulevard ,Gardena,CA,90247,USA
Iron Barley,5510 Virginia Ave ,St. Louis,MO,63111,USA
Hullabaloo Diner,15045 FM 2154 Road ,College Station,TX,77845,USA
Hightstown Diner,151 Mercer Street ,Highstown,NJ,8520,USA
Harold's Restaurant,602 North Limestone Street ,Gaffney,SC,29340,USA
Hackney's On Harms,1241 Harms Road ,Glenview,IL,60025,USA
Grubstake Diner,1525 Pine Street ,San Francisco,CA,94109,USA
Grampa's Bakery,17 Southwest First Street ,Dania Beach,FL,33004,USA
Gaffey Street Diner,247 North Gaffey Street ,San Pedro,CA,90731,USA
The Frosted Mug,11541 South Pulaski Road ,Alsip,IL,60803,USA
Four Kegs Sports Pub,276 N Jones Blvd ,Las Vegas,NV,89107,USA
The Fly Trap,22950 Woodward Avenue ,Ferndale,MI,48220,USA
Evelyn's Drive-In,2325 Main Road (Route 77) ,Tiverton,RI,2878,USA
Charlie Parker's,700 North Street ,Springfiled,IL,62704,USA
Emma Jean's Holland Burger Cafe,17143 D Street ,Victorville,CA,92394,USA
11th Street Diner,1065 Washington Avenue ,Miami Beach,FL,33139,USA
El Indio,3695 India Street ,San Diego,CA,92103,USA
Duarte's Tavern,202 Stage Road ,Pescadero,CA,94060,USA
Doumars,1919 Monticello Avenue ,Norfolk,VA,23517,USA
Dot's Back Inn,4030 Macarthur Avenue ,Richmond,VA,23227,USA
The Dining Car,8826 Frankford Avenue ,Philadelphia,PA,19136,USA
Dari-Ette Drive-In,1440 Minnehaha Avenue East ,St. Paul,MN,55106,USA
Daddypops Diner,232 North York Road ,Hatboro,PA,19040,USA
Creole Creamery,4924 Prytania Street ,New Orleans,LA,70115,USA
Cozy Corner,745 North Parkway ,Memphis,TN,38105,USA
The Coffee Cup,512 Nevada Way ,Boulder City,NV,89005,USA
Charlie's Diner,5 Meadow Rd,Spencer,MA,1562,USA
Central City Cafe,529 14th Street West ,West Huntington,WV,25704,USA
Cafe On The Route RE-OPENED,1101 Military Avenue ,Baxter Springs,KS,66713,USA
BoBo Drive-In,2300 SW 10th Avenue ,Topeka,Kansas,66604,USA
Bobby's Hawaiian Style Restaurant,14626 Hwy 99 ,Lynnwood,WA,98087,USA
Madison Diner (was Big Star Diner),305 Madison Avenue North ,Bainbridge Island,WA,98110,USA
Benny's Seafood,2500 SW 107th Avenue ,Miami,FL,33165,USA
Beacon Drive-In,255 John B. White Boulevard ,Spartanburg,SC,29306,USA
BBQ Shack,1613 E. Peoria Street ,Paola,KS,66071,USA
Eveready Diner,4189 Albany Post Road ,Hyde Park,NY,12538,USA
White Manna Hamburgers,358 River Street ,Hackensack,NJ,7601,USA
Brownstone Diner,426 Jersey Avenue ,Jersey City,NJ,7302,USA
Red Arrow Diner,61 Lowell Street ,Manchester,NH,3101,USA
JT Farnham's Seafood and Grill,88 Eastern Ave ,South Essex,MA,1929,USA
Triple X Family Restaurant,2 North Salisbury Street ,West Lafayette,IN,47906,USA
Chap's Pit Beef,5801 Pulaski Highway ,Baltimore,MD,21205,USA
Hillbilly Hot Dogs,6591 Ohio River Road ,Lesage,WV,25537,USA
Bayway Diner,2019 South Wood Avenue ,Linden,NJ,7036,USA
Barbeque King Drive-In,2900 Wilkinson Boulevard ,Charlotte,NC,28208,USA
Baby Blues Bar-B-Q,444 Lincoln Boulevard ,Venice,CA,90291,USA
Aunt Lena's Creamery,4040 South Arizona Avenue ,Chandler,AZ,85248,USA
Alpine Steakhouse,4520 S. Tamiami Trail ,Sarasota,FL,34231,USA
Franks Diner,508 58th Street ,Kenosha,WI,53140,USA
Psycho Suzi's,1900 Marshall Street NE ,Minneapolis,MN,55418,USA
Al's Breakfast,413 14th Avenue SE ,Minneapolis,MN,55414,USA
Joe's Farm Grill,3000 E. Ray Road ,Gilbert,AZ,85296,USA
Hodad's,5010 Newport Avenue ,Ocean Beach,CA,92107,USA
Blue Moon Cafe,1621 Aliceanna Street ,Baltimore,MD,21321,USA
Tick Tock Diner,281 Allwood Road ,Clifton,NJ,7012,USA
A1 Diner,3 Bridge Street ,Gardiner,ME,4345,USA